ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
3gh1oldZ7Zc,30,40,"/m/04rlf,/t/dd00033","['low quality audio', 'female voice', 'acoustic guitar', 'slow tempo', 'wind instrument', 'no percussion', 'minimal instruments', 'romantic mood']",This song features a female voice singing the main melody. This is accompanied by a guitar playing arpeggiated chords. A wind instrument plays fills in between lines. There is no percussion in this song. This song has a romantic mood. This song can be played in a romantic movie.,0,False,False,3gh1oldZ7Zc__30__40,this song features a female voice singing the main melody. this is accompanied by a guitar playing arpeggiated chords. a wind instrument plays fills in between lines. there is no percussion in this song. this song has a romantic mood. this song can be played in a romantic movie.,"['low quality audio', 'female voice', 'acoustic guitar', 'slow tempo', 'wind instrument', 'no percussion', 'minimal instruments', 'romantic mood']","['low quality audio', 'female voice', 'acoustic guitar', 'slow tempo', 'wind instrument', 'no percussion', 'minimal instruments', 'romantic mood']","['/m/04rlf', '/t/dd00033']",8,49,"['slow tempo', 'acoustic guitar']","[8, 16]",train
3kSQNjfJnN8,210,220,"/m/04rlf,/m/07kc_","['instrumental music', 'chinese stringed instrument', 'relaxing playlist', 'no percussion instruments', 'sound searching', 'heartfelt', 'folk music', 'classical music influences', 'poor audio quality', 'ambient room noises', 'slow tempo', 'emotional', 'passionate', 'sad', 'melancholic', 'poignant', 'strings plucked', 'live performance', 'quiet audience', 'harp accompaniment']",The song is an instrumental. The song is slow tempo with a Chinese string instrument playing a lilting melody along with tones of the string instrument being plucked like a harp. The song is emotional and melancholic. The song is a live performance with ambient room noise and generally poor audio quality.,1,False,True,3kSQNjfJnN8__210__220,the song is an instrumental. the song is slow tempo with a chinese string instrument playing a lilting melody along with tones of the string instrument being plucked like a harp. the song is emotional and melancholic. the song is a live performance with ambient room noise and generally poor audio quality.,"['instrumental music', 'chinese stringed instrument', 'relaxing playlist', 'no percussion instruments', 'sound searching', 'heartfelt', 'folk music', 'classical music influences', 'poor audio quality', 'ambient room noises', 'slow tempo', 'emotional', 'passionate', 'sad', 'melancholic', 'poignant', 'strings plucked', 'live performance', 'quiet audience', 'harp accompaniment']","['instrumental music', 'chinese stringed instrument', 'relaxing playlist', 'no percussion instruments', 'sound searching', 'heartfelt', 'folk music', 'classical music influences', 'poor audio quality', 'ambient room noises', 'slow tempo', 'emotional', 'passionate', 'sad', 'melancholic', 'poignant', 'strings plucked', 'live performance', 'quiet audience', 'harp accompaniment']","['/m/04rlf', '/m/07kc_']",20,52,"['emotional', 'passionate', 'slow tempo', 'live performance', 'instrumental music', 'poor audio quality']","[2, 6, 8, 9, 17, 27]",train
3kXukXBvDQQ,220,230,"/m/04rlf,/m/07plz5l","['instrumental', 'trumpets', 'brass band', 'brass band', 'energetic', 'lively', 'enthusiastic', 'vigorous', 'peppy', 'buoyant', 'digital drums', 'indian percussions', 'drums', 'nagpada', 'lively trumpet', 'dholak', 'indian music', 'indian wedding', 'contemporary indian music', 'digital drums', 'electronic music', 'synth arrangements', 'male voice talking', 'female voice talking', 'sighing', 'laughing', 'vocalising', 'superimposed speech', 'baarat music', 'indian wedding', 'north indian wedding music', 'indian ceremonial band']","This song is a lively Indian instrumental. The tempo is fast with lively brass bands playing harmony, energetic drums ,Nagpada and dhol and other Indian percussion and synthesiser with digital arrangements. There is a dialogue of a man and woman superimposed over the music, with sighing and giggling in the background. The music is typical Indian Baarat music. It is happy, cheerful, vivacious, energetic, youthful, vigorous and upbeat.",7,False,True,3kXukXBvDQQ__220__230,"this song is a lively indian instrumental. the tempo is fast with lively brass bands playing harmony, energetic drums ,nagpada and dhol and other indian percussion and synthesiser with digital arrangements. there is a dialogue of a man and woman superimposed over the music, with sighing and giggling in the background. the music is typical indian baarat music. it is happy, cheerful, vivacious, energetic, youthful, vigorous and upbeat.","['instrumental', 'trumpets', 'brass band', 'brass band', 'energetic', 'lively', 'enthusiastic', 'vigorous', 'peppy', 'buoyant', 'digital drums', 'indian percussions', 'drums', 'nagpada', 'lively trumpet', 'dholak', 'indian music', 'indian wedding', 'contemporary indian music', 'digital drums', 'electronic music', 'synth arrangements', 'male voice talking', 'female voice talking', 'sighing', 'laughing', 'vocalising', 'superimposed speech', 'baarat music', 'indian wedding', 'north indian wedding music', 'indian ceremonial band']","['instrumental', 'trumpets', 'brass band', 'energetic', 'lively', 'enthusiastic', 'vigorous', 'peppy', 'buoyant', 'digital drums', 'indian percussions', 'drums', 'nagpada', 'lively trumpet', 'dholak', 'indian music', 'indian wedding', 'contemporary indian music', 'electronic music', 'synth arrangements', 'male voice talking', 'female voice talking', 'sighing', 'laughing', 'vocalising', 'superimposed speech', 'baarat music', 'north indian wedding music', 'indian ceremonial band']","['/m/04rlf', '/m/07plz5l']",29,68,"['instrumental', 'energetic', 'enthusiastic', 'electronic music']","[1, 4, 56, 58]",train
3m-a805cVl0,80,90,"/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125","['low quality', 'noisy', 'mono', 'simple acoustic guitar melody', 'tutorial', 'happy', 'fun']",The low quality recording features a simple acoustic guitar melody. It sounds like a tutorial and it gives off happy and fun vibes. The recording is noisy and in mono.,4,False,False,3m-a805cVl0__80__90,the low quality recording features a simple acoustic guitar melody. it sounds like a tutorial and it gives off happy and fun vibes. the recording is noisy and in mono.,"['low quality', 'noisy', 'mono', 'simple acoustic guitar melody', 'tutorial', 'happy', 'fun']","['low quality', 'noisy', 'mono', 'simple acoustic guitar melody', 'tutorial', 'happy', 'fun']","['/m/0342h', '/m/04rlf', '/m/04szw', '/m/0b_fwt', '/m/0fx80y', '/t/dd00125']",7,30,"['low quality', 'noisy', 'mono', 'happy', 'fun']","[0, 3, 12, 23, 46]",train
3m4QSVVBMss,60,70,"/m/028sqc,/m/04rlf,/m/06j6l","['low quality', 'pop', 'arpeggiated synth lead melody', 'pulsating synth keys', 'sustained synth melody', 'punchy kick', 'claps', 'groovy bass', 'seductive female vocal', 'simple hi hats', 'muffled']","The low quality recording features a pop song that consists of seductive female vocal singing over arpeggiated synth lead melody, pulsating synth keys, sustained synth melody, punchy kick, claps, simple hi hats and groovy bass that glues everything together. It sounds a bit muffled, probably because of the quality of the mix.",4,False,True,3m4QSVVBMss__60__70,"the low quality recording features a pop song that consists of seductive female vocal singing over arpeggiated synth lead melody, pulsating synth keys, sustained synth melody, punchy kick, claps, simple hi hats and groovy bass that glues everything together. it sounds a bit muffled, probably because of the quality of the mix.","['low quality', 'pop', 'arpeggiated synth lead melody', 'pulsating synth keys', 'sustained synth melody', 'punchy kick', 'claps', 'groovy bass', 'seductive female vocal', 'simple hi hats', 'muffled']","['low quality', 'pop', 'arpeggiated synth lead melody', 'pulsating synth keys', 'sustained synth melody', 'punchy kick', 'claps', 'groovy bass', 'seductive female vocal', 'simple hi hats', 'muffled']","['/m/028sqc', '/m/04rlf', '/m/06j6l']",11,52,"['low quality', 'groovy bass', 'punchy kick', 'pop']","[0, 24, 25, 33]",train
3mNOJpN_qOQ,190,200,"/m/04rlf,/t/dd00034","['ballad/pop', 'acoustic piano', 'acoustic guitar', 'string section', 'female voice singing', 'slow tempo', 'soft sounding']",An acoustic guitar is playing single notes of a minor chord progression alongside an acoustic piano playing a melody on itself. Then a string-section comes in for a moment elevating the emotional piece giving it a beauty and soft sadness. The instruments are slightly panned to the left and right side of the speakers. The female voice is softly singing with a little bit of reverb on her voice. This song may be playing at a theater-performance.,6,False,True,3mNOJpN_qOQ__190__200,an acoustic guitar is playing single notes of a minor chord progression alongside an acoustic piano playing a melody on itself. then a string-section comes in for a moment elevating the emotional piece giving it a beauty and soft sadness. the instruments are slightly panned to the left and right side of the speakers. the female voice is softly singing with a little bit of reverb on her voice. this song may be playing at a theater-performance.,"['ballad/pop', 'acoustic piano', 'acoustic guitar', 'string section', 'female voice singing', 'slow tempo', 'soft sounding']","['ballad/pop', 'acoustic piano', 'acoustic guitar', 'string section', 'female voice singing', 'slow tempo', 'soft sounding']","['/m/04rlf', '/t/dd00034']",7,77,"['slow tempo', 'acoustic guitar']","[8, 16]",train
3mStyfCbL68,30,40,"/m/03_d0,/m/04rlf","['synthpop/rock', 'e-guitar', 'synthesizer', 'acoustic drums', 'people cheering', 'poor sound-quality', 'uplifting energy']",The drum is playing a four on the floor groove with little fill-ins on the snare crash. A synthesizer is playing a 2000s pad sounding lead melody. The distorted e-guitar that is playing underlining the melody with some long sounding chords. This song may be played at an event to animate and pump up the people.,6,False,True,3mStyfCbL68__30__40,the drum is playing a four on the floor groove with little fill-ins on the snare crash. a synthesizer is playing a 2000s pad sounding lead melody. the distorted e-guitar that is playing underlining the melody with some long sounding chords. this song may be played at an event to animate and pump up the people.,"['synthpop/rock', 'e-guitar', 'synthesizer', 'acoustic drums', 'people cheering', 'poor sound-quality', 'uplifting energy']","['synthpop/rock', 'e-guitar', 'synthesizer', 'acoustic drums', 'people cheering', 'poor sound-quality', 'uplifting energy']","['/m/03_d0', '/m/04rlf']",7,56,"['acoustic drums', 'e-guitar']","[10, 51]",train
3nbB3F-OdSM,30,40,"/m/04rlf,/m/05r6t,/m/0dl5d,/t/dd00032","['male vocalist', 'energetic drumming', 'loud electric guitar feedback', 'electric guitar lead and harmony', 'enthusiastic vocal backup', 'youthful', 'enthusiastic', 'energetic', 'vibrant', 'boisterous', 'voracious', 'intense', 'passionate', 'metal', 'hard rock', 'rock music', 'heavy metal', 'electric bass guitar']","A male vocalist sings this vigorous Rock song. The tempo is fast with enthusiastic electric guitar lead and harmonies, electric bass guitar and hard hitting drumming with cymbal rides. The song is passionate, youthful, enthusiastic, intense, compelling, boisterous and vigorous. This song is a Hard Rock/Heavy Metal song.",7,False,True,3nbB3F-OdSM__30__40,"a male vocalist sings this vigorous rock song. the tempo is fast with enthusiastic electric guitar lead and harmonies, electric bass guitar and hard hitting drumming with cymbal rides. the song is passionate, youthful, enthusiastic, intense, compelling, boisterous and vigorous. this song is a hard rock/heavy metal song.","['male vocalist', 'energetic drumming', 'loud electric guitar feedback', 'electric guitar lead and harmony', 'enthusiastic vocal backup', 'youthful', 'enthusiastic', 'energetic', 'vibrant', 'boisterous', 'voracious', 'intense', 'passionate', 'metal', 'hard rock', 'rock music', 'heavy metal', 'electric bass guitar']","['male vocalist', 'energetic drumming', 'loud electric guitar feedback', 'electric guitar lead and harmony', 'enthusiastic vocal backup', 'youthful', 'enthusiastic', 'energetic', 'vibrant', 'boisterous', 'voracious', 'intense', 'passionate', 'metal', 'hard rock', 'rock music', 'heavy metal', 'electric bass guitar']","['/m/04rlf', '/m/05r6t', '/m/0dl5d', '/t/dd00032']",18,48,"['energetic', 'passionate', 'youthful', 'intense', 'enthusiastic', 'vibrant']","[4, 6, 36, 54, 56, 61]",train
3nfiGGQykxk,0,10,"/m/085jw,/m/0l14l2","['amateur recording', 'shofar horn']",This audio contains a shofar horn getting blown in a higher register. The high tone is loud and drops in pitch at the end. This song may be playing live in a village calling for a traditional ceremony.,6,False,False,3nfiGGQykxk__0__10,this audio contains a shofar horn getting blown in a higher register. the high tone is loud and drops in pitch at the end. this song may be playing live in a village calling for a traditional ceremony.,"['amateur recording', 'shofar horn']","['amateur recording', 'shofar horn']","['/m/085jw', '/m/0l14l2']",2,38,['amateur recording'],[7],train
3obJKn19jTE,30,40,"/m/03lty,/m/04rlf,/m/05r6t,/m/05rwpb,/m/05w3f,/m/06by7,/m/0dl5d","['grunge', 'rock', 'male vocal', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'muddy', 'loud', 'powerful', 'rebellious']",This is a grunge rock music piece. A distorted electric guitar playing power chords leads the tune with a bass guitar in the background. Loud acoustic drums provide the rhythmic background while also playing a lot of fills. There is also a male vocal. The music has a rebellious atmosphere mixed with a rough sound that is characteristic of the grunge scene. This piece could be used as a soundtrack in college drama movies/TV series. It could also be used in advertisements targeted at teenagers.,9,False,True,3obJKn19jTE__30__40,this is a grunge rock music piece. a distorted electric guitar playing power chords leads the tune with a bass guitar in the background. loud acoustic drums provide the rhythmic background while also playing a lot of fills. there is also a male vocal. the music has a rebellious atmosphere mixed with a rough sound that is characteristic of the grunge scene. this piece could be used as a soundtrack in college drama movies/tv series. it could also be used in advertisements targeted at teenagers.,"['grunge', 'rock', 'male vocal', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'muddy', 'loud', 'powerful', 'rebellious']","['grunge', 'rock', 'male vocal', 'distorted electric guitar', 'bass guitar', 'acoustic drums', 'muddy', 'loud', 'powerful', 'rebellious']","['/m/03lty', '/m/04rlf', '/m/05r6t', '/m/05rwpb', '/m/05w3f', '/m/06by7', '/m/0dl5d']",10,85,"['acoustic drums', 'bass guitar', 'male vocal', 'rock', 'loud']","[10, 14, 30, 34, 42]",train
